GENE_ID,GENE_SYMBOL,PATHWAY_ID,PATHWAY_NAME
hsa:9965,FGF19,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2247,FGF2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:26281,FGF20,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:26291,FGF21,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:27006,FGF22,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8074,FGF23,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2248,FGF3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2249,FGF4,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2250,FGF5,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2251,FGF6,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2252,FGF7,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2253,FGF8,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2254,FGF9,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2263,FGFR2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:10023,FRAT1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:23401,FRAT2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8321,FZD1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:11211,FZD10,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2535,FZD2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7976,FZD3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8322,FZD4,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7855,FZD5,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8323,FZD6,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8324,FZD7,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8325,FZD8,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8326,FZD9,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2549,GAB1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:1647,GADD45A,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4616,GADD45B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:10912,GADD45G,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2885,GRB2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2932,GSK3B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:3082,HGF,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:3265,HRAS,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:3728,JUP,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:3845,KRAS,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:51176,LEF1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4041,LRP5,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4040,LRP6,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5604,MAP2K1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5605,MAP2K2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5594,MAPK1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5595,MAPK3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4233,MET,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4292,MLH1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:2475,MTOR,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4583,MUC2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4609,MYC,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4893,NRAS,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5290,PIK3CA,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5291,PIK3CB,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5293,PIK3CD,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5295,PIK3R1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5296,PIK3R2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:8503,PIK3R3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:51426,POLK,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5894,RAF1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5915,RARB,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:5925,RB1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:83998,REG4,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6198,RPS6KB1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6199,RPS6KB2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6256,RXRA,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6257,RXRB,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6258,RXRG,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6464,SHC1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:25759,SHC2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:53358,SHC3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:399694,SHC4,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6469,SHH,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4087,SMAD2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4088,SMAD3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:4089,SMAD4,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6654,SOS1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6655,SOS2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6932,TCF7,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:83439,TCF7L1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:6934,TCF7L2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7012,TERC,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7015,TERT,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7040,TGFB1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7042,TGFB2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7043,TGFB3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7046,TGFBR1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7048,TGFBR2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7157,TP53,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7471,WNT1,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:80326,WNT10A,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7480,WNT10B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7481,WNT11,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:51384,WNT16,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7472,WNT2,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7482,WNT2B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7473,WNT3,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:89780,WNT3A,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:54361,WNT4,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7474,WNT5A,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:81029,WNT5B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7475,WNT6,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7476,WNT7A,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7477,WNT7B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7478,WNT8A,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7479,WNT8B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7483,WNT9A,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:7484,WNT9B,hsa05226,Gastric cancer - Homo sapiens (human)
hsa:207,AKT1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:208,AKT2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:10000,AKT3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:1956,EGFR,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2064,ERBB2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2260,FGFR1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2263,FGFR2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2261,FGFR3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2322,FLT3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2539,G6PD,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2645,GCK,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2744,GLS,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:27165,GLS2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3091,HIF1A,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3098,HK1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3099,HK2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3101,HK3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:80201,HKDC1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3265,HRAS,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3417,IDH1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3418,IDH2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3815,KIT,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3845,KRAS,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3939,LDHA,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:160287,LDHAL6A,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:92483,LDHAL6B,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3945,LDHB,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:3948,LDHC,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5604,MAP2K1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5605,MAP2K2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5594,MAPK1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5595,MAPK3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:4233,MET,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:2475,MTOR,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:4609,MYC,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:4893,NRAS,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:4914,NTRK1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:4916,NTRK3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5156,PDGFRA,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5159,PDGFRB,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5160,PDHA1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5161,PDHA2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5162,PDHB,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5163,PDK1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5211,PFKL,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5213,PFKM,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5214,PFKP,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5223,PGAM1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5224,PGAM2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:441531,PGAM4,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5290,PIK3CA,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5291,PIK3CB,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5293,PIK3CD,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5295,PIK3R1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5296,PIK3R2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:8503,PIK3R3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5315,PKM,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5728,PTEN,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5894,RAF1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:5979,RET,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:9997,SCO2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:23410,SIRT3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:51548,SIRT6,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:9123,SLC16A3,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:6510,SLC1A5,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:6513,SLC2A1,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:6514,SLC2A2,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:8140,SLC7A5,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:57103,TIGAR,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:7157,TP53,hsa05230,Central carbon metabolism in cancer - Homo sapiens (human)
hsa:207,AKT1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:208,AKT2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:10000,AKT3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1119,CHKA,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1120,CHKB,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:56994,CHPT1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1606,DGKA,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1607,DGKB,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8527,DGKD,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8526,DGKE,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1608,DGKG,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:160851,DGKH,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:9162,DGKI,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:139189,DGKK,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1609,DGKQ,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8525,DGKZ,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1950,EGF,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1956,EGFR,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:1978,EIF4EBP1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:2353,FOS,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:56261,GPCPD1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:2885,GRB2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:3091,HIF1A,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:3265,HRAS,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8681,JMJD7-PLA2G4B,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:3725,JUN,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:3845,KRAS,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:10434,LYPLA1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5604,MAP2K1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5605,MAP2K2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5594,MAPK1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5602,MAPK10,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5595,MAPK3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5599,MAPK8,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5601,MAPK9,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:2475,MTOR,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:4893,NRAS,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:110117499,P3R3URF-PIK3R3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5130,PCYT1A,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:9468,PCYT1B,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5154,PDGFA,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5155,PDGFB,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:56034,PDGFC,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:80310,PDGFD,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5156,PDGFRA,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5159,PDGFRB,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5170,PDPK1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5290,PIK3CA,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5291,PIK3CB,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5293,PIK3CD,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5295,PIK3R1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5296,PIK3R2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8503,PIK3R3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8394,PIP5K1A,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8395,PIP5K1B,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:23396,PIP5K1C,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5321,PLA2G4A,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:100137049,PLA2G4B,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8605,PLA2G4C,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:283748,PLA2G4D,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:123745,PLA2G4E,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:255189,PLA2G4F,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5335,PLCG1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5337,PLD1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5338,PLD2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8611,PLPP1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8612,PLPP2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8613,PLPP3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5578,PRKCA,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5579,PRKCB,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5582,PRKCG,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5879,RAC1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5880,RAC2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5881,RAC3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5894,RAF1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:5900,RALGDS,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6009,RHEB,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6198,RPS6KB1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6199,RPS6KB2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6580,SLC22A1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6582,SLC22A2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6581,SLC22A3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6583,SLC22A4,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6584,SLC22A5,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:23446,SLC44A1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:57153,SLC44A2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:126969,SLC44A3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:80736,SLC44A4,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:204962,SLC44A5,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:60482,SLC5A7,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6654,SOS1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6655,SOS2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:6667,SP1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:7248,TSC1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:7249,TSC2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:7454,WAS,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:8936,WASF1,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:10163,WASF2,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:10810,WASF3,hsa05231,Choline metabolism in cancer - Homo sapiens (human)
hsa:207,AKT1,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:208,AKT2,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:10000,AKT3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:238,ALK,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:10538,BATF,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:116071,BATF2,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:55509,BATF3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:919,CD247,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:29126,CD274,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:940,CD28,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:915,CD3D,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:916,CD3E,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:917,CD3G,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:920,CD4,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:1147,CHUK,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:1457,CSNK2A1,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:1459,CSNK2A2,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:283106,CSNK2A3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:1460,CSNK2B,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:1950,EGF,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:1956,EGFR,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:27436,EML4,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:2353,FOS,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3091,HIF1A,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3265,HRAS,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3458,IFNG,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3459,IFNGR1,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3460,IFNGR2,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3551,IKBKB,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:8517,IKBKG,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3716,JAK1,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3717,JAK2,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3725,JUN,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3845,KRAS,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:27040,LAT,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:3932,LCK,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5604,MAP2K1,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5605,MAP2K2,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5606,MAP2K3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5608,MAP2K6,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:4215,MAP3K3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5594,MAPK1,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5600,MAPK11,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:6300,MAPK12,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5603,MAPK13,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:1432,MAPK14,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:5595,MAPK3,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
hsa:2475,MTOR,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)
